,Order_ID,Date,Average Price,Total Volume,PLU 4046 sold,PLU 4225 sold,PLU 4770 sold ,Total Bags,Small Bags,Large Bags,XLarge Bags,Type,Year,Region
206,50,2015-01-11,0.85,2713699.6,1786326.65,617233.39,58892.91,251246.65,222971.68,25111.74,3163.23,conventional,2015,LosAngeles
207,51,2015-01-04,0.85,2682159.95,1837999.65,524430.47,64225.78,255504.05,215571.8,36981.72,2950.53,conventional,2015,LosAngeles
208,0,2015-12-27,1.17,1129876.05,13711.19,872603.6,894.58,242666.68,208470.99,34191.25,4.44,conventional,2015,NewYork
209,1,2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
210,2,2015-12-13,1.12,1254805.29,15990.38,975504.52,1657.92,261652.47,222446.62,39205.85,0.0,conventional,2015,NewYork
211,3,2015-12-06,1.2,1068971.54,15730.1,887708.08,892.62,164640.74,136643.23,27997.51,0.0,conventional,2015,NewYork
212,4,2015-11-29,1.16,999169.64,13652.41,814571.57,863.58,170082.08,139508.76,30573.32,0.0,conventional,2015,NewYork
213,5,2015-11-22,1.14,1111803.12,15004.7,905344.06,1227.89,190226.47,156660.8,33558.6,7.07,conventional,2015,NewYork
214,6,2015-11-15,1.04,1357393.34,23669.62,1107466.31,929.57,225327.84,196060.17,29267.67,0.0,conventional,2015,NewYork
215,7,2015-11-08,1.13,1406262.16,20146.29,1097994.07,753.78,287368.02,198024.18,89343.84,0.0,conventional,2015,NewYork
216,8,2015-11-01,1.06,2180520.22,24197.61,1916954.83,1226.57,238141.21,183727.03,54399.03,15.15,conventional,2015,NewYork
217,9,2015-10-25,1.23,1048045.86,18035.94,790163.44,540.63,239305.85,192750.44,46555.41,0.0,conventional,2015,NewYork
218,10,2015-10-18,0.97,1856337.85,23873.63,1598365.27,1173.01,232925.94,181854.71,51069.15,2.08,conventional,2015,NewYork
219,11,2015-10-11,1.28,1099283.22,14859.09,792683.64,721.46,291019.03,214209.27,76809.76,0.0,conventional,2015,NewYork
220,12,2015-10-04,1.26,1342963.26,19623.48,1060768.61,1078.17,261493.0,208106.11,53386.89,0.0,conventional,2015,NewYork
221,13,2015-09-27,1.16,1201066.41,15448.68,941112.78,983.6,243521.35,185973.17,57548.18,0.0,conventional,2015,NewYork
222,14,2015-09-20,1.18,1192210.54,16098.34,913022.98,801.09,262288.13,214317.49,47970.64,0.0,conventional,2015,NewYork
223,15,2015-09-13,1.16,1479334.84,20526.41,1208256.11,1030.24,249522.08,181277.74,68237.18,7.16,conventional,2015,NewYork
224,16,2015-09-06,1.22,1340925.56,19894.27,1074698.43,1295.45,245037.41,201210.17,43820.11,7.13,conventional,2015,NewYork
225,17,2015-08-30,1.22,1251081.11,18628.2,982355.97,1530.58,248566.36,208604.73,39872.77,88.86,conventional,2015,NewYork
226,18,2015-08-23,1.1,1477964.12,22589.42,1222687.73,822.48,231864.49,197249.71,34604.15,10.63,conventional,2015,NewYork
227,19,2015-08-16,1.14,1535981.4,19663.39,1291206.23,1727.95,223383.83,188594.0,34787.84,1.99,conventional,2015,NewYork
228,20,2015-08-09,1.1,1563915.04,23326.28,1290583.13,976.16,249029.47,218715.85,30313.62,0.0,conventional,2015,NewYork
229,21,2015-08-02,1.14,1458722.6,21768.56,1184264.91,1330.65,251358.48,216693.68,34664.8,0.0,conventional,2015,NewYork
230,22,2015-07-26,1.28,1211731.19,19228.22,910716.77,1321.69,280464.51,233874.8,46589.71,0.0,conventional,2015,NewYork
231,23,2015-07-19,1.37,1251919.24,20811.41,923816.05,2324.14,304967.64,256581.76,48382.38,3.5,conventional,2015,NewYork
232,24,2015-07-12,1.27,1338282.24,22742.33,956051.1,5130.14,354358.67,306199.58,47542.37,616.72,conventional,2015,NewYork
233,25,2015-07-05,1.18,1666825.63,23947.74,1290776.67,5470.64,346630.58,278911.21,67625.57,93.8,conventional,2015,NewYork
234,26,2015-06-28,1.36,1284789.44,17714.92,917010.98,3347.48,346716.06,266450.36,80224.13,41.57,conventional,2015,NewYork
235,27,2015-06-21,1.28,1667026.11,18711.02,1312242.38,5159.36,330913.35,287710.54,43147.53,55.28,conventional,2015,NewYork
236,28,2015-06-14,1.32,1363133.97,23161.35,931945.04,3548.03,404479.55,323080.99,81280.96,117.6,conventional,2015,NewYork
237,29,2015-06-07,1.32,1731061.12,24734.98,1347902.88,2235.54,356187.72,296939.83,59171.88,76.01,conventional,2015,NewYork
238,30,2015-05-31,1.43,1493218.75,24958.8,1077663.26,1368.92,389227.77,322139.9,67077.51,10.36,conventional,2015,NewYork
239,31,2015-05-24,1.37,1515022.63,21741.7,1103694.97,1724.03,387861.93,322563.16,65288.42,10.35,conventional,2015,NewYork
240,32,2015-05-17,1.43,1255552.68,21866.23,871213.06,1648.45,360824.94,300933.75,59891.19,0.0,conventional,2015,NewYork
241,33,2015-05-10,1.22,2118593.92,27734.02,1711900.09,4590.52,374369.29,316975.34,57393.95,0.0,conventional,2015,NewYork
242,34,2015-05-03,1.32,1679103.39,23447.41,1317970.18,4554.01,333131.79,257688.23,74835.23,608.33,conventional,2015,NewYork
243,35,2015-04-26,1.44,1295589.61,20400.34,932216.48,2618.1,340354.69,246376.89,93487.52,490.28,conventional,2015,NewYork
244,36,2015-04-19,1.42,1332514.63,20252.47,927145.61,2366.85,382749.7,278784.54,103965.16,0.0,conventional,2015,NewYork
245,37,2015-04-12,1.43,1084407.8,18928.26,764676.24,1846.37,298956.93,239070.0,59886.93,0.0,conventional,2015,NewYork
246,38,2015-04-05,1.41,1244324.47,20081.53,909664.31,2011.01,312567.62,252129.98,59757.08,680.56,conventional,2015,NewYork
247,39,2015-03-29,1.36,1183815.23,21780.45,882071.76,1812.92,278150.1,216859.46,61290.64,0.0,conventional,2015,NewYork
248,40,2015-03-22,1.33,1192732.41,22713.33,884992.9,1650.73,283375.45,223369.68,60005.77,0.0,conventional,2015,NewYork
249,41,2015-03-15,1.45,1097737.98,22591.72,749461.13,1923.63,323761.5,258642.39,65119.11,0.0,conventional,2015,NewYork
250,42,2015-03-08,1.36,1129333.95,31886.43,755537.72,2109.98,339799.82,271636.2,68163.62,0.0,conventional,2015,NewYork
251,43,2015-03-01,1.18,1338129.89,19919.91,1025372.06,2849.43,289988.49,228539.44,61449.05,0.0,conventional,2015,NewYork
252,44,2015-02-22,1.33,1088977.45,18716.23,757987.66,2885.0,309388.56,253336.8,56051.76,0.0,conventional,2015,NewYork
253,45,2015-02-15,1.36,997562.44,17342.31,688201.27,2659.51,289359.35,240950.54,48408.81,0.0,conventional,2015,NewYork
254,46,2015-02-08,1.11,1658708.73,26781.64,1310966.23,2996.36,317964.5,249204.48,68760.02,0.0,conventional,2015,NewYork
255,47,2015-02-01,1.36,1433763.11,22622.87,1084529.78,3251.93,323358.53,243186.43,80172.1,0.0,conventional,2015,NewYork
256,48,2015-01-25,1.36,1102868.27,18101.89,768131.81,3184.12,313450.45,249848.32,63602.13,0.0,conventional,2015,NewYork
257,49,2015-01-18,1.37,1044280.56,18945.56,749309.2,3039.37,272986.43,211934.06,61052.37,0.0,conventional,2015,NewYork
258,50,2015-01-11,1.34,1018225.83,15880.8,714530.7,2315.72,285498.61,221731.33,63767.28,0.0,conventional,2015,NewYork
259,51,2015-01-04,1.09,1402890.2,23641.0,1127882.44,1871.07,249495.69,178683.01,70812.68,0.0,conventional,2015,NewYork
260,0,2016-12-25,1.28,447600.75,4349.63,346516.32,4183.69,92551.11,91481.59,1069.52,0.0,conventional,2016,Boston
261,1,2016-12-18,1.09,579577.33,6123.84,488107.01,7765.43,77581.05,76135.49,1445.56,0.0,conventional,2016,Boston
262,2,2016-12-11,1.22,510800.58,3711.2,409645.98,5052.84,92390.56,90449.44,1634.18,306.94,conventional,2016,Boston
263,3,2016-12-04,1.26,473428.36,4371.95,393748.18,3449.16,71859.07,71377.77,307.69,173.61,conventional,2016,Boston
264,4,2016-11-27,1.45,391257.01,4243.2,317090.39,3069.37,66854.05,66399.33,31.11,423.61,conventional,2016,Boston
265,5,2016-11-20,1.39,475677.35,7917.9,356867.57,4915.71,105976.17,105940.61,35.56,0.0,conventional,2016,Boston
266,6,2016-11-13,1.56,397601.1,5233.97,314434.8,3726.92,74205.41,74205.41,0.0,0.0,conventional,2016,Boston
267,7,2016-11-06,1.62,366175.49,4016.72,284809.54,3370.17,73979.06,73804.06,0.0,175.0,conventional,2016,Boston
268,8,2016-10-30,1.67,376500.91,5542.76,304461.49,3787.66,62709.0,62705.31,3.69,0.0,conventional,2016,Boston
269,9,2016-10-23,1.58,439551.69,10444.8,335243.75,6144.55,87718.59,86922.76,0.0,795.83,conventional,2016,Boston
270,10,2016-10-16,1.6,453605.17,6472.04,345051.11,4742.43,97339.59,97339.59,0.0,0.0,conventional,2016,Boston
271,11,2016-10-09,1.49,468135.46,7435.21,366648.78,3837.72,90213.75,90213.75,0.0,0.0,conventional,2016,Boston
272,12,2016-10-02,1.59,459163.77,20871.74,340342.71,5003.77,92945.55,92945.55,0.0,0.0,conventional,2016,Boston
273,13,2016-09-25,1.53,483057.37,40864.15,338301.37,6515.89,97375.96,97375.96,0.0,0.0,conventional,2016,Boston
274,14,2016-09-18,1.45,489600.6,39970.65,346155.69,7080.02,96394.24,96061.7,332.54,0.0,conventional,2016,Boston
275,15,2016-09-11,1.27,672672.86,85204.27,470860.24,9617.73,106990.62,106090.54,900.08,0.0,conventional,2016,Boston
276,16,2016-09-04,1.41,541671.24,23481.94,381830.77,10225.22,126133.31,125074.64,665.06,393.61,conventional,2016,Boston
277,17,2016-08-28,1.37,582023.28,37757.36,388173.87,7653.7,148438.35,146015.83,1187.52,1235.0,conventional,2016,Boston
278,18,2016-08-21,1.31,586072.78,15419.55,353351.42,7923.98,209377.83,201033.61,7400.05,944.17,conventional,2016,Boston
279,19,2016-08-14,1.29,602605.29,20310.78,353845.28,8194.83,220254.4,215552.06,3642.34,1060.0,conventional,2016,Boston
280,20,2016-08-07,1.48,525387.25,15830.01,335033.53,8735.44,165788.27,165457.19,176.08,155.0,conventional,2016,Boston
281,21,2016-07-31,1.61,508949.6,12550.4,338691.73,8772.17,148935.3,147430.08,5.5,1499.72,conventional,2016,Boston
282,22,2016-07-24,1.52,509094.85,13099.78,343835.83,10965.64,141193.6,137804.71,11.11,3377.78,conventional,2016,Boston
283,23,2016-07-17,1.56,488508.05,11289.68,320250.99,10381.25,146586.13,142601.99,9.14,3975.0,conventional,2016,Boston
284,24,2016-07-10,1.32,549815.44,17289.06,359933.8,14982.9,157609.68,153175.43,49.25,4385.0,conventional,2016,Boston
285,25,2016-07-03,1.38,585484.69,11397.63,408601.95,17326.08,148159.03,143276.3,137.73,4745.0,conventional,2016,Boston
286,26,2016-06-26,1.33,626972.88,10379.75,433431.64,28898.79,154262.7,151759.78,142.92,2360.0,conventional,2016,Boston
287,27,2016-06-19,1.32,649660.14,10851.29,456521.61,38655.07,143632.17,141650.87,141.3,1840.0,conventional,2016,Boston
288,28,2016-06-12,1.29,632855.52,12891.22,421978.89,43090.81,154894.6,152477.5,87.1,2330.0,conventional,2016,Boston
289,29,2016-06-05,1.26,634989.55,8833.67,417995.15,51385.74,156774.99,155072.41,120.91,1581.67,conventional,2016,Boston
290,30,2016-05-29,1.08,673496.13,7708.04,461424.99,72848.75,131514.35,129466.02,142.22,1906.11,conventional,2016,Boston
291,31,2016-05-22,1.05,665086.17,4319.45,430580.52,81859.54,148326.66,146904.74,136.92,1285.0,conventional,2016,Boston
292,32,2016-05-15,1.06,709563.16,5790.13,517840.35,63055.48,122877.2,122533.87,198.89,144.44,conventional,2016,Boston
293,33,2016-05-08,0.85,924194.42,6383.12,698437.7,80414.29,138959.31,138862.64,96.67,0.0,conventional,2016,Boston
294,34,2016-05-01,1.05,716003.18,4764.79,520369.75,54779.3,136089.34,136034.89,54.45,0.0,conventional,2016,Boston
295,35,2016-04-24,1.07,626895.08,4157.76,446540.8,51958.73,124237.79,123011.98,152.2,1073.61,conventional,2016,Boston
296,36,2016-04-17,1.08,617179.71,3871.79,438210.92,43926.9,131170.1,131035.57,109.53,25.0,conventional,2016,Boston
297,37,2016-04-10,0.99,652546.84,4326.56,456029.59,74452.3,117738.39,117521.44,87.78,129.17,conventional,2016,Boston
298,38,2016-04-03,1.11,559718.46,4683.35,406529.44,42112.53,106393.14,106262.03,131.11,0.0,conventional,2016,Boston
299,39,2016-03-27,1.08,639420.34,4253.9,463187.03,51477.79,120501.62,120388.84,112.78,0.0,conventional,2016,Boston
300,40,2016-03-20,1.1,645235.38,5364.32,490720.39,34714.64,114436.03,114286.03,150.0,0.0,conventional,2016,Boston
301,41,2016-03-13,1.05,651211.44,5420.01,487268.37,46932.61,111590.45,111440.08,150.37,0.0,conventional,2016,Boston
302,42,2016-03-06,1.1,600639.74,6153.04,434300.22,36352.99,123833.49,123551.47,282.02,0.0,conventional,2016,Boston
303,43,2016-02-28,1.08,652943.0,6632.53,506048.61,36934.25,103327.61,102683.47,644.14,0.0,conventional,2016,Boston
304,44,2016-02-21,1.14,553709.44,5600.54,388956.7,36873.84,122278.36,120040.08,2238.28,0.0,conventional,2016,Boston
305,45,2016-02-14,0.98,751656.56,7591.61,560259.15,58165.42,125640.38,123660.33,1980.05,0.0,conventional,2016,Boston
306,46,2016-02-07,1.05,678810.37,5986.94,511548.6,25200.19,136074.64,134178.5,1896.14,0.0,conventional,2016,Boston
307,47,2016-01-31,1.03,651616.91,6037.25,501280.47,25252.35,119046.84,118219.26,827.58,0.0,conventional,2016,Boston
308,48,2016-01-24,1.05,670376.77,3107.96,482030.79,26052.91,159185.11,158806.43,378.68,0.0,conventional,2016,Boston
309,49,2016-01-17,1.02,665217.66,4392.86,486767.87,32505.74,141551.19,141307.39,243.8,0.0,conventional,2016,Boston
310,50,2016-01-10,1.15,536674.53,4120.09,391873.45,13321.08,127359.91,127177.65,182.26,0.0,conventional,2016,Boston
311,51,2016-01-03,1.01,610622.03,5112.51,492477.86,21182.52,91849.14,91579.91,269.23,0.0,conventional,2016,Boston
312,0,2016-12-25,0.94,5414937.46,1579234.89,2192460.84,99997.75,1543243.98,1405419.8,99069.58,38754.6,conventional,2016,California
313,1,2016-12-18,0.95,4922621.54,1575318.71,1774200.38,90983.73,1482118.72,1313839.11,135367.97,32911.64,conventional,2016,California
314,2,2016-12-11,0.9,5526646.12,1638639.18,2137290.51,96836.26,1653880.17,1451475.99,177399.8,25004.38,conventional,2016,California
315,3,2016-12-04,0.98,5062952.53,1916640.11,1449671.84,86152.75,1610487.83,1553052.29,27829.79,29605.75,conventional,2016,California
316,4,2016-11-27,1.21,4185900.67,1508446.52,1313000.92,81897.44,1282555.79,1202939.23,49696.87,29919.69,conventional,2016,California
317,5,2016-11-20,1.32,4253815.59,1513797.4,1394929.07,93901.07,1251188.05,1161049.94,61429.08,28709.03,conventional,2016,California
318,6,2016-11-13,1.48,3848128.2,1326907.02,1367684.96,112541.9,1040994.32,952497.35,60542.13,27954.84,conventional,2016,California
319,7,2016-11-06,1.68,3395058.42,1111431.87,1333386.69,120964.4,829275.46,763934.88,35997.83,29342.75,conventional,2016,California
320,8,2016-10-30,1.68,3139833.5,1126017.42,1186843.99,92064.47,734907.62,686375.28,25241.6,23290.74,conventional,2016,California
321,9,2016-10-23,1.39,3899040.66,1397559.4,1129206.16,82276.22,1289998.88,1201528.54,55799.76,32670.58,conventional,2016,California
322,10,2016-10-16,1.4,4878037.64,1635631.14,1600568.32,108458.09,1533380.09,1423671.38,73117.52,36591.19,conventional,2016,California
323,11,2016-10-09,1.34,5375978.5,2021375.04,1750074.56,123430.31,1481098.59,1379624.2,74894.96,26579.43,conventional,2016,California
324,12,2016-10-02,1.19,5652496.31,2359102.44,1664176.22,121961.08,1507256.57,1420423.91,58294.32,28538.34,conventional,2016,California
325,13,2016-09-25,1.15,6075588.68,2357903.8,1924933.51,117423.95,1675327.42,1583961.67,53653.13,37712.62,conventional,2016,California
326,14,2016-09-18,1.22,5471565.28,1888694.03,1934688.42,112714.97,1535467.86,1434869.76,59481.09,41117.01,conventional,2016,California
327,15,2016-09-11,1.12,6059764.51,2297601.9,1976499.46,114241.36,1671421.79,1576949.54,66072.42,28399.83,conventional,2016,California
328,16,2016-09-04,1.08,1960503.39737,2501655.4,2179345.27,107653.45,1892992.02,1819641.81,47476.91,25873.3,conventional,2016,California
329,17,2016-08-28,0.99,1960503.39737,2683109.8,1878139.55,133979.15,2001071.55,1924479.53,46601.83,29990.19,conventional,2016,California
330,18,2016-08-21,1.05,6308000.34,2646367.78,1712067.2,171379.36,1778186.0,1679257.49,61139.96,37788.55,conventional,2016,California
331,19,2016-08-14,1.07,1960503.39737,2200099.61,2538994.07,218247.48,1580994.73,1476927.5,73032.78,31034.45,conventional,2016,California
332,20,2016-08-07,1.17,6144827.51,2152079.32,2039791.18,211671.11,1741285.9,1616257.39,89290.29,35738.22,conventional,2016,California
333,21,2016-07-31,1.22,5947160.29,1922055.35,2069409.78,244730.21,1710964.95,1581210.71,95425.63,34328.61,conventional,2016,California
334,22,2016-07-24,1.2,6104047.38,2019596.6,2147541.33,302735.37,1634174.08,1526433.58,82025.57,25714.93,conventional,2016,California
335,23,2016-07-17,1.14,6200613.68,2196723.33,2037093.61,278664.44,1688132.3,1563978.55,97434.91,26718.84,conventional,2016,California
336,24,2016-07-10,1.08,1960503.39737,2399360.67,2117397.07,292540.95,1912392.19,1771309.82,107540.46,33541.91,conventional,2016,California
337,25,2016-07-03,1.1,1960503.39737,2409025.69,2439611.73,356022.1,1882795.64,1722082.22,119871.18,40842.24,conventional,2016,California
338,26,2016-06-26,1.03,6407277.49,2333532.13,1967324.63,328206.37,1778214.36,1641400.92,107903.9,28909.54,conventional,2016,California
339,27,2016-06-19,1.06,1960503.39737,2409003.0,2045112.18,319711.53,1754229.47,1622056.72,101882.82,30289.93,conventional,2016,California
340,28,2016-06-12,1.01,1960503.39737,2597934.17,1869930.06,328653.8,1709716.83,1571460.04,110755.4,27501.39,conventional,2016,California
341,29,2016-06-05,0.94,1960503.39737,2921963.17,2131717.34,373358.37,1938636.43,1739147.58,171241.77,28247.08,conventional,2016,California
342,30,2016-05-29,0.98,1960503.39737,2522305.33,2097509.45,341992.36,1739179.3,1546212.08,160781.09,32186.13,conventional,2016,California
343,31,2016-05-22,0.9,1960503.39737,2238875.14,2178820.82,329737.94,1754547.18,1594507.01,129666.02,30374.15,conventional,2016,California
344,32,2016-05-15,0.97,6068872.71,2247484.21,1968268.95,353196.44,1499923.11,1325206.1,155366.22,19350.79,conventional,2016,California
345,33,2016-05-08,0.79,1960503.39737,2716222.01,2615648.28,336387.9,2140203.55,1606311.87,508755.56,25136.12,conventional,2016,California
346,34,2016-05-01,0.75,1960503.39737,2817406.2,2628579.48,291448.73,1924048.96,1421239.87,485685.06,17124.03,conventional,2016,California
347,35,2016-04-24,0.84,1960503.39737,2507347.38,2355998.94,325242.94,1744793.14,1467255.26,257014.51,20523.37,conventional,2016,California
348,36,2016-04-17,0.93,6397813.48,2370403.05,1875909.98,382295.13,1769205.32,1659337.91,88790.8,21076.61,conventional,2016,California
349,37,2016-04-10,0.94,1960503.39737,2248561.59,1958358.83,358015.82,1944064.32,1740557.05,183825.53,19681.74,conventional,2016,California
350,38,2016-04-03,0.93,6060843.76,1805555.95,2247248.19,334735.17,1673304.45,1454479.46,201547.46,17277.53,conventional,2016,California
351,39,2016-03-27,0.93,1960503.39737,1935666.12,2149391.86,311356.91,2207293.04,1926353.76,259874.87,21064.41,conventional,2016,California
352,40,2016-03-20,0.91,1960503.39737,1893617.8,2191468.26,299002.93,2092117.55,1883192.26,189928.31,18996.98,conventional,2016,California
353,41,2016-03-13,0.96,6017563.88,1750943.52,1855262.7,317337.27,2094020.39,1888085.99,186807.69,19126.71,conventional,2016,California
354,42,2016-03-06,0.92,6429870.23,1893787.2,1975668.02,325582.2,2234832.81,1981931.04,230048.66,22853.11,conventional,2016,California
355,43,2016-02-28,0.89,1960503.39737,1873878.11,2020327.87,302210.56,2391861.16,2091747.51,282242.79,17870.86,conventional,2016,California
356,44,2016-02-21,0.89,6374019.03,1776499.0,2073957.12,267508.94,2256053.97,2073467.05,167309.24,15277.68,conventional,2016,California
357,45,2016-02-14,0.82,1960503.39737,1998149.71,1974912.11,278558.48,2555662.85,2207054.69,333029.79,15578.37,conventional,2016,California
358,46,2016-02-07,0.7,1960503.39737,2930343.28,3950852.38,424389.6,3056112.91,2693843.02,344774.59,17495.3,conventional,2016,California
359,47,2016-01-31,0.88,1960503.39737,2126066.85,2069192.92,287234.03,2024180.16,1874982.24,134692.75,14505.17,conventional,2016,California
360,48,2016-01-24,0.88,6246380.73,1230068.19,2457751.77,272665.17,2285895.6,2122673.09,147881.99,15340.52,conventional,2016,California
361,49,2016-01-17,0.9,6000013.23,1653347.69,2336705.19,250106.17,1759854.18,1579233.6,162289.68,18330.9,conventional,2016,California
362,50,2016-01-10,0.87,6303406.82,1736168.01,2173554.18,261931.07,2131753.56,1793640.16,321613.97,16499.43,conventional,2016,California
363,51,2016-01-03,0.73,1960503.39737,2315175.35,2856102.41,257268.16,2301885.36,1950428.5,340852.13,10604.73,conventional,2016,California
364,0,2016-12-25,1.22,616653.72,67145.99,352087.3,110167.01,87253.42,81570.81,955.34,4727.27,conventional,2016,Chicago
365,1,2016-12-18,1.18,631117.18,92760.23,363657.94,101491.49,73207.52,65277.81,1065.6,6864.11,conventional,2016,Chicago
366,2,2016-12-11,1.09,734954.21,84616.3,449932.23,103932.55,96473.13,87751.52,1102.23,7619.38,conventional,2016,Chicago
367,3,2016-12-04,1.27,624751.15,90157.63,372929.38,94496.12,67168.02,64475.13,621.47,2071.42,conventional,2016,Chicago
368,4,2016-11-27,1.1,581638.75,151462.15,291205.61,81651.23,57319.76,56501.53,797.78,20.45,conventional,2016,Chicago
369,5,2016-11-20,1.13,694873.06,134284.88,422382.41,80126.03,58079.74,55015.46,997.51,2066.77,conventional,2016,Chicago
370,6,2016-11-13,1.82,436710.91,34384.62,265006.85,73021.81,64297.63,63465.65,593.89,238.09,conventional,2016,Chicago
371,7,2016-11-06,2.07,376476.71,31206.79,224561.79,61665.74,59042.39,57803.54,1095.69,143.16,conventional,2016,Chicago
372,8,2016-10-30,2.07,375213.57,33564.91,226980.93,60260.53,54407.2,48140.45,1587.11,4679.64,conventional,2016,Chicago
373,9,2016-10-23,1.84,431274.2,46708.92,251074.82,68234.94,65255.52,55554.23,790.0,8911.29,conventional,2016,Chicago
374,10,2016-10-16,1.8,523682.5,52200.02,324240.53,75841.97,71399.98,61522.13,1047.85,8830.0,conventional,2016,Chicago
375,11,2016-10-09,1.82,515146.04,40105.31,314006.07,90031.8,71002.86,60216.05,968.89,9817.92,conventional,2016,Chicago
376,12,2016-10-02,1.83,509215.79,37926.13,311085.71,90495.41,69708.54,58004.41,530.52,11173.61,conventional,2016,Chicago
377,13,2016-09-25,1.8,553863.82,40600.81,337874.13,98808.73,76580.15,65665.7,744.44,10170.01,conventional,2016,Chicago
378,14,2016-09-18,1.7,600389.56,74368.62,340540.46,97900.81,87579.67,80619.11,802.22,6158.34,conventional,2016,Chicago
379,15,2016-09-11,1.67,635036.01,80472.32,355228.95,99520.95,99813.79,97150.37,2084.68,578.74,conventional,2016,Chicago
380,16,2016-09-04,1.6,670453.42,77981.63,415924.58,91323.75,85223.46,82376.72,2320.05,526.69,conventional,2016,Chicago
381,17,2016-08-28,1.6,621715.78,54971.17,373442.31,93288.97,100013.33,92533.97,4244.28,3235.08,conventional,2016,Chicago
382,18,2016-08-21,1.63,628099.41,62002.43,372918.48,87449.64,105728.86,102613.78,1582.1,1532.98,conventional,2016,Chicago
383,19,2016-08-14,1.67,626086.69,49617.0,371087.23,102966.19,102416.27,99833.21,2139.33,443.73,conventional,2016,Chicago
384,20,2016-08-07,1.68,644670.46,40121.11,385923.6,103402.88,115222.87,113969.56,262.16,991.15,conventional,2016,Chicago
385,21,2016-07-31,1.68,614939.39,38275.52,373205.75,97843.18,105614.94,104111.58,317.97,1185.39,conventional,2016,Chicago
386,22,2016-07-24,1.66,658913.69,42452.5,386821.79,109032.48,120606.92,113683.42,1819.86,5103.64,conventional,2016,Chicago
387,23,2016-07-17,1.51,717279.19,43789.6,425776.15,108230.65,139482.79,122026.18,12735.54,4721.07,conventional,2016,Chicago
388,24,2016-07-10,1.53,712080.66,52540.83,381030.54,150963.07,127546.22,118624.54,1894.09,7027.59,conventional,2016,Chicago
389,25,2016-07-03,1.23,974278.32,55651.48,584813.49,184518.62,149294.73,143295.47,378.93,5620.33,conventional,2016,Chicago
390,26,2016-06-26,1.18,860170.92,80280.37,499474.39,159812.33,120603.83,115880.76,457.23,4265.84,conventional,2016,Chicago
391,27,2016-06-19,1.2,882074.39,64899.84,550499.79,163027.81,103646.95,99766.0,1867.44,2013.51,conventional,2016,Chicago
392,28,2016-06-12,1.3,770843.17,50498.4,478335.91,140924.68,101084.18,98096.94,2213.29,773.95,conventional,2016,Chicago
393,29,2016-06-05,1.2,885602.82,31728.98,606701.67,145606.57,101565.6,96845.23,3216.39,1503.98,conventional,2016,Chicago
394,30,2016-05-29,1.15,958566.68,36554.49,642857.54,145363.84,133790.81,129034.96,3359.7,1396.15,conventional,2016,Chicago
395,31,2016-05-22,1.11,903864.9,36568.67,592064.53,145104.44,130127.26,121785.52,6544.59,1797.15,conventional,2016,Chicago
396,32,2016-05-15,1.04,930403.37,49039.58,609294.15,157984.71,114084.93,108571.35,4797.75,715.83,conventional,2016,Chicago
397,33,2016-05-08,0.97,974740.13,43166.45,612339.89,173293.69,145940.1,137880.91,4997.64,3061.55,conventional,2016,Chicago
398,34,2016-05-01,1.0,890281.5,39249.49,587919.1,155289.67,107823.24,101940.66,4166.66,1715.92,conventional,2016,Chicago
399,35,2016-04-24,1.08,879308.05,34134.42,592370.7,151281.44,101521.49,96823.55,4684.93,13.01,conventional,2016,Chicago
400,36,2016-04-17,1.08,913421.8,47878.48,619840.15,137009.63,108693.54,101842.17,4806.9,2044.47,conventional,2016,Chicago
401,37,2016-04-10,1.11,770661.72,49679.26,464981.98,153441.58,102558.9,91081.44,9926.52,1550.94,conventional,2016,Chicago
402,38,2016-04-03,1.15,712210.03,36211.71,457314.18,139240.25,79443.89,75467.12,3947.19,29.58,conventional,2016,Chicago
403,39,2016-03-27,0.9,865585.06,33748.25,600796.46,131467.33,99573.02,95288.6,4221.71,62.71,conventional,2016,Chicago
404,40,2016-03-20,1.11,770557.34,36017.62,514604.02,122807.96,97127.74,93973.32,3147.06,7.36,conventional,2016,Chicago
405,41,2016-03-13,1.0,823796.56,39540.49,569733.57,125901.94,88620.56,86428.9,2191.66,0.0,conventional,2016,Chicago
406,42,2016-03-06,1.13,809325.93,35309.42,557026.92,129160.06,87829.53,85606.7,2222.83,0.0,conventional,2016,Chicago
407,43,2016-02-28,1.15,780951.86,32414.21,522790.14,133067.18,92680.33,90777.56,1902.77,0.0,conventional,2016,Chicago
408,44,2016-02-21,1.09,752336.04,39220.29,483562.05,125838.6,103715.1,93141.66,10558.8,14.64,conventional,2016,Chicago
409,45,2016-02-14,1.0,803120.71,45558.04,501188.76,131202.78,125171.13,106296.76,18322.72,551.65,conventional,2016,Chicago
410,46,2016-02-07,0.82,1134049.22,68454.39,758581.79,155377.3,151635.74,129791.42,21748.61,95.71,conventional,2016,Chicago
411,47,2016-01-31,1.12,774091.49,35213.93,512608.82,132958.04,93310.7,92124.35,1186.35,0.0,conventional,2016,Chicago
412,48,2016-01-24,1.01,794029.7,23862.94,543471.49,136033.93,90661.34,88261.04,2400.3,0.0,conventional,2016,Chicago
413,49,2016-01-17,1.11,778412.5,35099.73,500623.85,139309.53,103379.39,87560.47,15802.25,16.67,conventional,2016,Chicago
